RQ	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,2,7,10,19,21,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,2,7,10,19,46
RQ	FAIL	0.0	
PR	NULL	47	0,3,6,47
RQ	FAIL	0.0	
PR	NULL	48	0,2,7,10,14,48
RQ	FAIL	0.0	
PR	NULL	49	0,2,49
RQ	FAIL	0.0	
PR	NULL	1	0,1
RQ	FAIL	0.0	
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,3,20,4
RQ	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,3,6
RQ	FAIL	0.0	
PR	NULL	7	0,2,7
RQ	FAIL	0.0	
PR	NULL	8	0,3,6,8
RQ	FAIL	0.0	
PR	NULL	9	0,3,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,2,7,10
RQ	FAIL	38.69853270354168	0,2
RS	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,3,6,12
RQ	FAIL	0.0	
PR	NULL	13	0,2,7,10,13
RQ	FAIL	0.0	
PR	NULL	14	0,2,7,10,14
RQ	FAIL	0.0	
PR	NULL	15	0,15
RQ	SUCC	31.042164403291178	0,15
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	16	0,3,6,16
RQ	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,2,7,18
RQ	FAIL	0.0	
PR	NULL	19	0,2,7,10,19
RQ	FAIL	0.0	
PR	NULL	20	0,3,20
RQ	FAIL	0.0	
PR	NULL	21	0,2,7,10,19,21
RQ	FAIL	0.0	
PR	NULL	22	0,22
RQ	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,2,7,10,19,21,25
RQ	FAIL	0.0	
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,3,20,41,28
RQ	FAIL	0.0	
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,2,7,10,14,30
RQ	FAIL	0.0	
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,2,7,10,19,21,32
RQ	FAIL	0.0	
PR	NULL	33	0,3,6,8,33
RQ	FAIL	0.0	
PR	NULL	34	0,3,34
RQ	FAIL	0.0	
PR	NULL	35	0,2,7,10,19,35
RQ	FAIL	0.0	
PR	NULL	36	0,2,36
RQ	FAIL	0.0	
PR	NULL	37	0,3,20,41,37
RQ	FAIL	0.0	
PR	NULL	38	0,3,20,41,28,38
RQ	FAIL	0.0	
PR	NULL	39	0,3,20,41,39
RQ	FAIL	0.0	
PR	NULL	40	0,2,7,10,19,21,40
RQ	FAIL	0.0	
PR	NULL	41	0,3,20,41
RQ	FAIL	0.0	
PR	NULL	42	0,3,6,8,33,42
RQ	FAIL	0.0	
PR	NULL	43	0,3,6,8,33,42,43
RQ	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,2,7,10,19,21,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,2,7,10,19,46
RQ	FAIL	0.0	
PR	NULL	47	0,3,6,47
RQ	FAIL	0.0	
PR	NULL	48	0,2,7,10,14,48
RQ	FAIL	0.0	
PR	NULL	49	0,2,49
RQ	FAIL	38.69853270354168	0,2
RS	FAIL	0.0	
PR	NULL	1	0,1
RQ	SUCC	30.809275800252024	0,1
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,3,20,4
RQ	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,3,6
RQ	FAIL	0.0	
PR	NULL	7	0,2,7
RQ	FAIL	0.0	
PR	NULL	8	0,3,6,8
RQ	FAIL	0.0	
PR	NULL	9	0,3,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,2,7,10
RQ	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,3,6,12
RQ	FAIL	0.0	
PR	NULL	13	0,2,7,10,13
RQ	FAIL	0.0	
PR	NULL	14	0,2,7,10,14
RQ	FAIL	0.0	
PR	NULL	15	0,15
RQ	SUCC	31.042164403291178	0,15
RS	FAIL	0.0	
PR	NULL	16	0,3,6,16
RQ	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,2,7,18
RQ	FAIL	0.0	
PR	NULL	19	0,2,7,10,19
RQ	FAIL	38.69853270354168	0,2
RS	FAIL	0.0	
PR	NULL	20	0,3,20
RQ	FAIL	0.0	
PR	NULL	21	0,2,7,10,19,21
RQ	FAIL	0.0	
PR	NULL	22	0,22
RQ	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,2,7,10,19,21,25
RQ	FAIL	0.0	
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,3,20,41,28
RQ	FAIL	0.0	
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,2,7,10,14,30
RQ	FAIL	0.0	
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,2,7,10,19,21,32
RQ	FAIL	0.0	
PR	NULL	33	0,3,6,8,33
RQ	FAIL	0.0	
PR	NULL	34	0,3,34
RQ	FAIL	0.0	
PR	NULL	35	0,2,7,10,19,35
RQ	FAIL	0.0	
PR	NULL	36	0,2,36
RQ	FAIL	0.0	
PR	NULL	37	0,3,20,41,37
RQ	FAIL	0.0	
PR	NULL	38	0,3,20,41,28,38
RQ	FAIL	0.0	
PR	NULL	39	0,3,20,41,39
RQ	FAIL	0.0	
PR	NULL	40	0,2,7,10,19,21,40
RQ	FAIL	0.0	
PR	NULL	41	0,3,20,41
RQ	FAIL	0.0	
PR	NULL	42	0,3,6,8,33,42
RQ	FAIL	0.0	
PR	NULL	43	0,3,6,8,33,42,43
RQ	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,2,7,10,19,21,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,2,7,10,19,46
RQ	FAIL	0.0	
PR	NULL	47	0,3,6,47
RQ	FAIL	0.0	
PR	NULL	48	0,2,7,10,14,48
RQ	FAIL	0.0	
PR	NULL	49	0,2,49
RQ	FAIL	0.0	
PR	NULL	1	0,1
RQ	FAIL	0.0	
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,3,20,4
RQ	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,3,6
RQ	FAIL	0.0	
PR	NULL	7	0,2,7
RQ	FAIL	0.0	
PR	NULL	8	0,3,6,8
RQ	FAIL	0.0	
PR	NULL	9	0,3,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,2,7,10
RQ	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,3,6,12
RQ	FAIL	0.0	
PR	NULL	13	0,2,7,10,13
RQ	FAIL	0.0	
PR	NULL	14	0,2,7,10,14
RQ	FAIL	0.0	
PR	NULL	15	0,15
RQ	FAIL	0.0	
PR	NULL	16	0,3,6,16
RQ	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,2,7,18
RQ	FAIL	0.0	
PR	NULL	19	0,2,7,10,19
RQ	FAIL	0.0	
PR	NULL	20	0,3,20
RQ	FAIL	0.0	
PR	NULL	21	0,2,7,10,19,21
RQ	FAIL	0.0	
PR	NULL	22	0,22
RQ	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,2,7,10,19,21,25
RQ	FAIL	38.69853270354168	0,2
RS	FAIL	0.0	
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,3,20,41,28
RQ	FAIL	0.0	
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,2,7,10,14,30
RQ	FAIL	0.0	
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,2,7,10,19,21,32
RQ	FAIL	0.0	
PR	NULL	33	0,3,6,8,33
RQ	FAIL	0.0	
PR	NULL	34	0,3,34
RQ	FAIL	0.0	
PR	NULL	35	0,2,7,10,19,35
RQ	FAIL	0.0	
PR	NULL	36	0,2,36
RQ	FAIL	0.0	
PR	NULL	37	0,3,20,41,37
RQ	FAIL	0.0	
PR	NULL	38	0,3,20,41,28,38
RQ	FAIL	0.0	
PR	NULL	39	0,3,20,41,39
RQ	FAIL	0.0	
PR	NULL	40	0,2,7,10,19,21,40
RQ	FAIL	0.0	
PR	NULL	41	0,3,20,41
RQ	FAIL	0.0	
PR	NULL	42	0,3,6,8,33,42
RQ	FAIL	0.0	
PR	NULL	43	0,3,6,8,33,42,43
RQ	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,2,7,10,19,21,40,45
RQ	FAIL	38.69853270354168	0,2
RS	FAIL	0.0	
PR	NULL	46	0,2,7,10,19,46
RQ	FAIL	0.0	
PR	NULL	47	0,3,6,47
RQ	FAIL	0.0	
PR	NULL	48	0,2,7,10,14,48
RQ	FAIL	0.0	
PR	NULL	49	0,2,49
RQ	FAIL	0.0	
PR	NULL	1	0,1
RQ	SUCC	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,3,20,4
RQ	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,3,6
RQ	FAIL	0.0	
PR	NULL	7	0,2,7
RQ	FAIL	0.0	
PR	NULL	8	0,3,6,8
RQ	FAIL	0.0	
PR	NULL	9	0,3,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,2,7,10
RQ	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,3,6,12
RQ	FAIL	0.0	
PR	NULL	13	0,2,7,10,13
RQ	FAIL	0.0	
PR	NULL	14	0,2,7,10,14
RQ	FAIL	0.0	
PR	NULL	15	0,15
RQ	SUCC	31.042164403291178	0,15
RS	FAIL	0.0	
PR	NULL	16	0,3,6,16
RQ	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,2,7,18
RQ	FAIL	0.0	
PR	NULL	19	0,2,7,10,19
RQ	FAIL	0.0	
PR	NULL	20	0,3,20
RQ	FAIL	0.0	
PR	NULL	21	0,2,7,10,19,21
RQ	FAIL	0.0	
PR	NULL	22	0,22
RQ	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,2,7,10,19,21,25
RQ	FAIL	38.69853270354168	0,2
RS	FAIL	0.0	
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,3,20,41,28
RQ	FAIL	0.0	
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,2,7,10,14,30
RQ	FAIL	0.0	
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,2,7,10,19,21,32
RQ	FAIL	0.0	
PR	NULL	33	0,3,6,8,33
RQ	FAIL	0.0	
PR	NULL	34	0,3,34
RQ	FAIL	0.0	
PR	NULL	35	0,2,7,10,19,35
RQ	FAIL	0.0	
PR	NULL	36	0,2,36
RQ	FAIL	0.0	
PR	NULL	37	0,3,20,41,37
RQ	FAIL	0.0	
PR	NULL	38	0,3,20,41,28,38
RQ	FAIL	0.0	
PR	NULL	39	0,3,20,41,39
RQ	FAIL	0.0	
PR	NULL	40	0,2,7,10,19,21,40
RQ	FAIL	0.0	
PR	NULL	41	0,3,20,41
RQ	FAIL	0.0	
PR	NULL	42	0,3,6,8,33,42
RQ	FAIL	0.0	
PR	NULL	43	0,3,6,8,33,42,43
RQ	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,2,7,10,19,21,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,2,7,10,19,46
RQ	FAIL	0.0	
PR	NULL	47	0,3,6,47
RQ	FAIL	0.0	
PR	NULL	48	0,2,7,10,14,48
RQ	FAIL	0.0	
PR	NULL	49	0,2,49
RQ	FAIL	0.0	
PR	NULL	1	0,1
RQ	FAIL	0.0	
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,3,20,4
RQ	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,3,6
RQ	FAIL	0.0	
PR	NULL	7	0,2,7
RQ	FAIL	0.0	
PR	NULL	8	0,3,6,8
RQ	FAIL	0.0	
PR	NULL	9	0,3,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,2,7,10
RQ	FAIL	38.69853270354168	0,2
RS	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,3,6,12
RQ	FAIL	0.0	
PR	NULL	13	0,2,7,10,13
RQ	FAIL	0.0	
PR	NULL	14	0,2,7,10,14
RQ	FAIL	38.69853270354168	0,2
RS	FAIL	0.0	
PR	NULL	15	0,15
RQ	SUCC	31.042164403291178	0,15
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	16	0,3,6,16
RQ	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,2,7,18
RQ	FAIL	0.0	
PR	NULL	19	0,2,7,10,19
RQ	FAIL	0.0	
PR	NULL	20	0,3,20
RQ	FAIL	0.0	
PR	NULL	21	0,2,7,10,19,21
RQ	FAIL	0.0	
PR	NULL	22	0,22
RQ	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,2,7,10,19,21,25
RQ	FAIL	0.0	
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,3,20,41,28
RQ	FAIL	0.0	
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,2,7,10,14,30
RQ	FAIL	0.0	
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,2,7,10,19,21,32
RQ	FAIL	0.0	
PR	NULL	33	0,3,6,8,33
RQ	FAIL	0.0	
PR	NULL	34	0,3,34
RQ	FAIL	0.0	
PR	NULL	35	0,2,7,10,19,35
RQ	FAIL	38.69853270354168	0,2
RS	FAIL	0.0	
PR	NULL	36	0,2,36
RQ	FAIL	0.0	
PR	NULL	37	0,3,20,41,37
RQ	FAIL	0.0	
PR	NULL	38	0,3,20,41,28,38
RQ	FAIL	0.0	
PR	NULL	39	0,3,20,41,39
RQ	FAIL	0.0	
PR	NULL	40	0,2,7,10,19,21,40
RQ	FAIL	0.0	
PR	NULL	41	0,3,20,41
RQ	FAIL	0.0	
PR	NULL	42	0,3,6,8,33,42
RQ	FAIL	0.0	
PR	NULL	43	0,3,6,8,33,42,43
RQ	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,2,7,10,19,21,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,2,7,10,19,46
RQ	FAIL	0.0	
PR	NULL	47	0,3,6,47
RQ	FAIL	0.0	
PR	NULL	48	0,2,7,10,14,48
RQ	FAIL	0.0	
PR	NULL	49	0,2,49
RQ	FAIL	0.0	
PR	NULL	1	0,1
RQ	SUCC	30.809275800252024	0,1
RS	FAIL	0.0	
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,3,20,4
RQ	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,3,6
RQ	FAIL	0.0	
PR	NULL	7	0,2,7
RQ	FAIL	0.0	
PR	NULL	8	0,3,6,8
RQ	FAIL	0.0	
PR	NULL	9	0,3,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,2,7,10
RQ	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,3,6,12
RQ	FAIL	0.0	
PR	NULL	13	0,2,7,10,13
RQ	FAIL	0.0	
PR	NULL	14	0,2,7,10,14
RQ	FAIL	0.0	
PR	NULL	15	0,15
RQ	SUCC	31.042164403291178	0,15
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	16	0,3,6,16
RQ	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,2,7,18
RQ	FAIL	0.0	
PR	NULL	19	0,2,7,10,19
RQ	FAIL	0.0	
PR	NULL	20	0,3,20
RQ	FAIL	0.0	
PR	NULL	21	0,2,7,10,19,21
RQ	FAIL	0.0	
PR	NULL	22	0,22
RQ	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,2,7,10,19,21,25
RQ	FAIL	0.0	
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,3,20,41,28
RQ	FAIL	0.0	
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,2,7,10,14,30
RQ	FAIL	0.0	
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,2,7,10,19,21,32
RQ	FAIL	0.0	
PR	NULL	33	0,3,6,8,33
RQ	FAIL	0.0	
PR	NULL	34	0,3,34
RQ	FAIL	0.0	
PR	NULL	35	0,2,7,10,19,35
RQ	FAIL	0.0	
PR	NULL	36	0,2,36
RQ	FAIL	0.0	
PR	NULL	37	0,3,20,41,37
RQ	FAIL	0.0	
PR	NULL	38	0,3,20,41,28,38
RQ	FAIL	0.0	
PR	NULL	39	0,3,20,41,39
RQ	FAIL	0.0	
PR	NULL	40	0,2,7,10,19,21,40
RQ	FAIL	0.0	
PR	NULL	41	0,3,20,41
RQ	FAIL	0.0	
PR	NULL	42	0,3,6,8,33,42
RQ	FAIL	0.0	
PR	NULL	43	0,3,6,8,33,42,43
RQ	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,2,7,10,19,21,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,2,7,10,19,46
RQ	FAIL	0.0	
PR	NULL	47	0,3,6,47
RQ	FAIL	0.0	
PR	NULL	48	0,2,7,10,14,48
RQ	FAIL	0.0	
PR	NULL	49	0,2,49
RQ	FAIL	0.0	
PR	NULL	1	0,1
RQ	FAIL	0.0	
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,3,20,4
RQ	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,3,6
RQ	FAIL	0.0	
PR	NULL	7	0,2,7
RQ	FAIL	38.69853270354168	0,2
RS	FAIL	0.0	
PR	NULL	8	0,3,6,8
RQ	FAIL	0.0	
PR	NULL	9	0,3,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,2,7,10
RQ	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,3,6,12
RQ	FAIL	0.0	
PR	NULL	13	0,2,7,10,13
RQ	FAIL	0.0	
PR	NULL	14	0,2,7,10,14
RQ	FAIL	38.69853270354168	0,2
RS	SUCC	0.0	
DT	false	NULL	NULL
PR	NULL	15	0,15
RQ	SUCC	31.042164403291178	0,15
RS	FAIL	0.0	
PR	NULL	16	0,3,6,16
RQ	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,2,7,18
RQ	FAIL	0.0	
PR	NULL	19	0,2,7,10,19
RQ	FAIL	0.0	
PR	NULL	20	0,3,20
RQ	FAIL	0.0	
PR	NULL	21	0,2,7,10,19,21
RQ	FAIL	0.0	
PR	NULL	22	0,22
RQ	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,2,7,10,19,21,25
RQ	FAIL	0.0	
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,3,20,41,28
RQ	FAIL	0.0	
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,2,7,10,14,30
RQ	FAIL	0.0	
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,2,7,10,19,21,32
RQ	FAIL	0.0	
PR	NULL	33	0,3,6,8,33
RQ	FAIL	0.0	
PR	NULL	34	0,3,34
RQ	FAIL	0.0	
PR	NULL	35	0,2,7,10,19,35
RQ	FAIL	0.0	
PR	NULL	36	0,2,36
RQ	FAIL	0.0	
PR	NULL	37	0,3,20,41,37
RQ	FAIL	0.0	
PR	NULL	38	0,3,20,41,28,38
RQ	FAIL	0.0	
PR	NULL	39	0,3,20,41,39
RQ	FAIL	0.0	
PR	NULL	40	0,2,7,10,19,21,40
RQ	FAIL	0.0	
PR	NULL	41	0,3,20,41
RQ	FAIL	0.0	
PR	NULL	42	0,3,6,8,33,42
RQ	FAIL	0.0	
PR	NULL	43	0,3,6,8,33,42,43
RQ	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,2,7,10,19,21,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,2,7,10,19,46
RQ	FAIL	0.0	
PR	NULL	47	0,3,6,47
RQ	FAIL	0.0	
PR	NULL	48	0,2,7,10,14,48
RQ	FAIL	0.0	
PR	NULL	49	0,2,49
RQ	FAIL	0.0	
PR	NULL	1	0,1
RQ	FAIL	0.0	
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,3,20,4
RQ	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,3,6
RQ	FAIL	0.0	
PR	NULL	7	0,2,7
RQ	FAIL	0.0	
PR	NULL	8	0,3,6,8
RQ	FAIL	0.0	
PR	NULL	9	0,3,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,2,7,10
RQ	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,3,6,12
RQ	FAIL	0.0	
PR	NULL	13	0,2,7,10,13
RQ	FAIL	0.0	
PR	NULL	14	0,2,7,10,14
RQ	FAIL	0.0	
PR	NULL	15	0,15
RQ	FAIL	0.0	
PR	NULL	16	0,3,6,16
RQ	FAIL	0.0	
PR	NULL	17	0,11,17
RQ	FAIL	0.0	
PR	NULL	18	0,2,7,18
RQ	FAIL	0.0	
PR	NULL	19	0,2,7,10,19
RQ	FAIL	0.0	
PR	NULL	20	0,3,20
RQ	FAIL	0.0	
PR	NULL	21	0,2,7,10,19,21
RQ	FAIL	0.0	
PR	NULL	22	0,22
RQ	FAIL	0.0	
PR	NULL	23	0,23
RQ	FAIL	0.0	
PR	NULL	24	0,24
RQ	SUCC	15.237205505595162	0,24
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	25	0,2,7,10,19,21,25
RQ	FAIL	0.0	
PR	NULL	26	0,11,17,26
RQ	FAIL	0.0	
PR	NULL	27	0,11,27
RQ	FAIL	0.0	
PR	NULL	28	0,3,20,41,28
RQ	FAIL	0.0	
PR	NULL	29	0,11,17,26,29
RQ	FAIL	0.0	
PR	NULL	30	0,2,7,10,14,30
RQ	FAIL	0.0	
PR	NULL	31	0,11,17,26,31
RQ	FAIL	0.0	
PR	NULL	32	0,2,7,10,19,21,32
RQ	FAIL	0.0	
PR	NULL	33	0,3,6,8,33
RQ	FAIL	0.0	
PR	NULL	34	0,3,34
RQ	FAIL	0.0	
PR	NULL	35	0,2,7,10,19,35
RQ	FAIL	0.0	
PR	NULL	36	0,2,36
RQ	FAIL	0.0	
PR	NULL	37	0,3,20,41,37
RQ	FAIL	0.0	
PR	NULL	38	0,3,20,41,28,38
RQ	FAIL	0.0	
PR	NULL	39	0,3,20,41,39
RQ	FAIL	0.0	
PR	NULL	40	0,2,7,10,19,21,40
RQ	FAIL	0.0	
PR	NULL	41	0,3,20,41
RQ	FAIL	0.0	
PR	NULL	42	0,3,6,8,33,42
RQ	FAIL	0.0	
PR	NULL	43	0,3,6,8,33,42,43
RQ	FAIL	0.0	
PR	NULL	44	0,11,17,44
RQ	FAIL	0.0	
PR	NULL	45	0,2,7,10,19,21,40,45
RQ	FAIL	0.0	
PR	NULL	46	0,2,7,10,19,46
RQ	FAIL	0.0	
PR	NULL	47	0,3,6,47
RQ	FAIL	0.0	
PR	NULL	48	0,2,7,10,14,48
RQ	FAIL	0.0	
PR	NULL	49	0,2,49
RQ	FAIL	0.0	
PR	NULL	1	0,1
RQ	FAIL	0.0	
PR	NULL	2	0,2
RQ	FAIL	0.0	
PR	NULL	3	0,3
RQ	FAIL	0.0	
PR	NULL	4	0,3,20,4
RQ	FAIL	0.0	
PR	NULL	5	0,5
RQ	SUCC	21.35937888062258	0,5
RS	SUCC	0.0	
DT	true	NULL	NULL
PR	NULL	6	0,3,6
RQ	FAIL	0.0	
PR	NULL	7	0,2,7
RQ	FAIL	0.0	
PR	NULL	8	0,3,6,8
RQ	FAIL	0.0	
PR	NULL	9	0,3,6,9
RQ	FAIL	0.0	
PR	NULL	10	0,2,7,10
RQ	FAIL	0.0	
PR	NULL	11	0,11
RQ	FAIL	0.0	
PR	NULL	12	0,3,6,12
RQ	FAIL	0.0	
PR	NULL	13	0,2,7,10,13
RQ	FAIL	0.0	
PR	NULL	14	0,2,7,10,14
